日期,OT,开盘,高,低,交易量,涨跌幅
2023/7/27,16406.03 ,"16,162.16","16,408.80","16,131.64",96.51M,1.70%
2023/7/26,16131.46 ,"16,183.70","16,212.91","16,000.04",76.24M,-0.49%
2023/7/25,16211.59 ,"16,169.75","16,225.89","16,135.60",56.47M,0.13%
2023/7/24,16190.95 ,"16,126.71","16,208.76","16,121.27",51.53M,0.08%
2023/7/21,16177.22 ,"16,125.21","16,181.34","16,103.48",69.91M,-0.17%
2023/7/20,16204.22 ,"16,059.22","16,211.43","16,050.98",66.30M,0.59%
2023/7/19,16108.93 ,"16,190.00","16,240.79","16,075.17",62.95M,-0.10%
2023/7/18,16125.49 ,"16,042.03","16,140.20","16,031.07",56.77M,0.35%
2023/7/17,16068.65 ,"16,013.52","16,102.51","15,995.45",45.55M,-0.23%
2023/7/14,16105.07 ,"16,123.13","16,149.12","16,071.74",61.72M,-0.22%
2023/7/13,16141.03 ,"16,009.26","16,185.11","16,000.38",64.99M,0.74%
2023/7/12,16023.00 ,"15,842.26","16,044.28","15,806.28",72.34M,1.47%
2023/7/11,15790.34 ,"15,716.26","15,807.66","15,659.10",60.83M,0.75%
2023/7/10,15673.16 ,"15,585.34","15,722.03","15,545.33",53.39M,0.45%
2023/7/7,15603.40 ,"15,515.00","15,661.41","15,456.16",67.26M,0.48%
2023/7/6,15528.54 ,"15,816.11","15,846.25","15,495.84",80.36M,-2.57%
2023/7/5,15937.58 ,"15,930.16","15,982.96","15,901.39",66.46M,-0.63%
2023/7/4,16039.17 ,"16,082.93","16,103.95","16,023.72",42.49M,-0.26%
2023/7/3,16081.04 ,"16,187.91","16,209.29","16,070.49",52.05M,-0.41%
2023/6/30,16147.90 ,"15,989.43","16,176.55","15,978.90",85.58M,1.26%
2023/6/29,15946.72 ,"15,960.47","15,998.67","15,920.04",54.57M,-0.01%
2023/6/28,15949.00 ,"15,922.71","15,994.31","15,906.88",69.91M,0.64%
2023/6/27,15846.86 ,"15,873.73","15,895.70","15,758.13",63.27M,0.21%
2023/6/26,15813.06 ,"15,874.15","15,874.90","15,713.70",72.43M,-0.11%
2023/6/23,15829.94 ,"15,862.79","15,917.14","15,733.12",108.86M,-0.99%
2023/6/22,15988.16 ,"15,867.65","15,988.21","15,810.48",65.00M,-0.22%
2023/6/21,16023.13 ,"16,082.75","16,145.29","16,002.27",62.21M,-0.55%
2023/6/20,16111.32 ,"16,100.29","16,184.30","16,069.10",68.40M,-0.55%
2023/6/19,16201.20 ,"16,272.21","16,302.29","16,189.57",52.46M,-0.96%
2023/6/16,16357.63 ,"16,306.63","16,427.42","16,276.79",211.23M,0.41%
2023/6/15,16290.12 ,"16,275.73","16,301.73","16,165.66",80.15M,-0.13%
2023/6/14,16310.79 ,"16,219.09","16,336.27","16,217.45",75.76M,0.49%
2023/6/13,16230.68 ,"16,218.20","16,232.70","16,088.47",72.35M,0.83%
2023/6/12,16097.87 ,"16,052.91","16,126.30","16,021.55",61.39M,0.93%
2023/6/9,15949.84 ,"15,993.02","15,998.90","15,924.51",58.24M,-0.25%
2023/6/8,15989.96 ,"15,951.61","16,019.00","15,913.95",59.53M,0.18%
2023/6/7,15960.56 ,"15,998.10","16,020.28","15,909.85",67.87M,-0.20%
2023/6/6,15992.44 ,"15,939.31","16,009.28","15,925.56",52.41M,0.18%
2023/6/5,15963.89 ,"16,079.86","16,114.84","15,928.44",63.78M,-0.54%
2023/6/2,16051.23 ,"15,949.04","16,071.32","15,922.61",96.60M,1.25%
2023/6/1,15853.66 ,"15,744.01","15,863.41","15,734.86",55.20M,1.21%
2023/5/31,15664.02 ,"15,757.43","15,871.70","15,629.12",172.56M,-1.54%
2023/5/30,15908.91 ,"15,962.31","16,058.43","15,889.46",54.56M,-0.27%
2023/5/29,15952.73 ,"16,064.13","16,079.73","15,925.22",24.25M,-0.20%
2023/5/26,15983.97 ,"15,850.09","16,008.59","15,726.74",57.31M,1.20%
2023/5/25,15793.80 ,"15,872.46","15,872.60","15,726.50",66.15M,-0.31%
2023/5/24,15842.13 ,"16,008.52","16,013.29","15,802.86",65.92M,-1.92%
2023/5/23,16152.86 ,"16,186.44","16,224.32","16,143.98",56.76M,-0.44%
2023/5/22,16223.99 ,"16,235.98","16,267.93","16,196.36",54.20M,-0.32%
2023/5/19,16275.38 ,"16,233.11","16,331.94","16,203.60",90.10M,0.69%
2023/5/18,16163.36 ,"16,069.42","16,230.44","16,069.42",73.64M,1.33%
2023/5/17,15951.30 ,"15,883.61","15,992.77","15,862.15",89.83M,0.34%
2023/5/16,15897.93 ,"15,892.78","15,968.41","15,862.37",63.87M,-0.12%
2023/5/15,15917.24 ,"15,966.96","15,982.10","15,874.24",53.10M,0.02%
2023/5/12,15913.82 ,"15,918.25","15,938.01","15,852.10",62.92M,0.50%
2023/5/11,15834.91 ,"15,943.85","15,970.54","15,754.76",67.89M,-0.39%
2023/5/10,15896.23 ,"15,973.38","15,984.82","15,848.69",67.47M,-0.37%
2023/5/9,15955.48 ,"15,950.89","15,962.62","15,879.56",60.43M,0.02%
2023/5/8,15952.83 ,"15,967.57","15,996.16","15,933.69",40.93M,-0.05%
2023/5/5,15961.02 ,"15,837.44","15,961.54","15,755.97",69.96M,1.44%
2023/5/4,15734.24 ,"15,781.46","15,796.71","15,662.32",81.69M,-0.51%
2023/5/3,15815.06 ,"15,774.02","15,868.88","15,745.98",61.99M,0.56%
2023/5/2,15726.94 ,"15,950.36","16,011.56","15,707.55",80.23M,-1.23%
2023/4/28,15922.38 ,"15,884.79","15,922.38","15,688.17",91.51M,0.77%
2023/4/27,15800.45 ,"15,739.35","15,859.25","15,706.69",79.62M,0.03%
2023/4/26,15795.73 ,"15,804.50","15,826.02","15,694.36",74.38M,-0.48%
2023/4/25,15872.13 ,"15,836.79","15,891.73","15,794.81",66.49M,0.05%
2023/4/24,15863.95 ,"15,852.27","15,919.11","15,831.10",50.55M,-0.11%
2023/4/21,15881.66 ,"15,782.58","15,899.62","15,706.83",77.40M,0.54%
2023/4/20,15795.97 ,"15,864.15","15,883.31","15,734.25",74.76M,-0.62%
2023/4/19,15895.20 ,"15,850.52","15,908.47","15,829.55",55.12M,0.08%
2023/4/18,15882.67 ,"15,841.50","15,916.28","15,802.75",63.38M,0.59%
2023/4/17,15789.53 ,"15,838.89","15,903.25","15,764.38",60.20M,-0.11%
2023/4/14,15807.50 ,"15,789.78","15,841.47","15,760.32",78.56M,0.50%
2023/4/13,15729.46 ,"15,708.21","15,754.99","15,675.15",53.36M,0.16%
2023/4/12,15703.60 ,"15,689.14","15,827.28","15,668.20",65.21M,0.31%
2023/4/11,15655.17 ,"15,710.45","15,726.02","15,625.79",63.07M,0.37%
2023/4/6,15597.89 ,"15,530.20","15,601.49","15,509.09",62.79M,0.50%
2023/4/5,15520.17 ,"15,611.68","15,627.29","15,482.88",78.22M,-0.53%
2023/4/4,15603.47 ,"15,639.02","15,736.56","15,601.40",64.48M,0.14%
2023/4/3,15580.92 ,"15,623.45","15,659.35","15,553.90",70.89M,-0.31%
2023/3/31,15628.84 ,"15,568.37","15,659.06","15,499.84",86.97M,0.69%
2023/3/30,15522.40 ,"15,429.38","15,536.42","15,424.69",77.41M,1.26%
2023/3/29,15328.78 ,"15,242.52","15,342.27","15,186.75",81.83M,1.23%
2023/3/28,15142.02 ,"15,255.93","15,261.49","15,103.76",73.01M,0.09%
2023/3/27,15127.68 ,"15,133.68","15,185.35","15,020.07",90.91M,1.14%
2023/3/24,14957.23 ,"15,135.50","15,135.65","14,809.82",181.08M,-1.66%
2023/3/23,15210.39 ,"15,178.25","15,244.32","15,078.72",82.74M,-0.04%
2023/3/22,15216.19 ,"15,174.67","15,298.49","15,166.95",82.69M,0.14%
2023/3/21,15195.34 ,"15,062.06","15,253.10","15,055.93",94.32M,1.75%
2023/3/20,14933.38 ,"14,715.40","14,980.43","14,458.39",125.26M,1.12%
2023/3/17,14768.20 ,"15,073.76","15,153.11","14,694.26",217.02M,-1.33%
2023/3/16,14967.10 ,"14,973.84","15,018.31","14,664.17",141.06M,1.57%
2023/3/15,14735.26 ,"15,175.44","15,246.17","14,702.91",157.45M,-3.27%
2023/3/14,15232.83 ,"15,016.53","15,272.11","14,951.71",101.46M,1.83%
2023/3/13,14959.47 ,"15,435.16","15,435.81","14,887.44",157.70M,-3.04%
2023/3/10,15427.97 ,"15,369.67","15,495.87","15,316.38",114.12M,-1.31%
2023/3/9,15633.21 ,"15,619.75","15,667.05","15,535.13",59.69M,0.01%
2023/3/8,15631.87 ,"15,528.81","15,667.21","15,524.85",64.60M,0.46%
2023/3/7,15559.53 ,"15,638.44","15,706.37","15,544.07",68.60M,-0.60%
2023/3/6,15653.58 ,"15,597.90","15,677.93","15,587.78",69.39M,0.48%
2023/3/3,15578.39 ,"15,430.66","15,590.44","15,409.99",67.12M,1.64%
2023/3/2,15327.64 ,"15,171.07","15,329.29","15,150.67",62.59M,0.15%
2023/3/1,15305.02 ,"15,399.91","15,478.84","15,254.11",72.24M,-0.39%
2023/2/28,15365.14 ,"15,299.79","15,443.17","15,289.43",93.76M,-0.11%
2023/2/27,15381.43 ,"15,351.63","15,481.06","15,351.63",58.76M,1.13%
2023/2/24,15209.74 ,"15,501.82","15,530.46","15,162.48",141.48M,-1.72%
2023/2/23,15475.69 ,"15,453.29","15,552.77","15,433.97",51.35M,0.49%
2023/2/22,15399.89 ,"15,342.60","15,408.58","15,247.50",54.88M,0.01%
2023/2/21,15397.62 ,"15,450.62","15,470.52","15,286.71",47.05M,-0.52%
2023/2/20,15477.55 ,"15,524.16","15,532.44","15,436.79",33.61M,-0.03%
2023/2/17,15482.00 ,"15,372.06","15,514.72","15,300.42",70.46M,-0.33%
2023/2/16,15533.64 ,"15,612.43","15,634.04","15,417.17",66.11M,0.18%
2023/2/15,15506.34 ,"15,394.44","15,520.39","15,388.85",49.07M,0.82%
2023/2/14,15380.56 ,"15,419.00","15,526.28","15,366.37",56.43M,-0.11%
2023/2/13,15397.34 ,"15,322.06","15,409.27","15,305.94",38.58M,0.58%
2023/2/10,15307.98 ,"15,438.94","15,487.98","15,246.39",65.76M,-1.39%
2023/2/9,15523.42 ,"15,560.15","15,658.56","15,519.63",66.25M,0.72%
2023/2/8,15412.05 ,"15,450.67","15,486.13","15,371.93",61.35M,0.60%
2023/2/7,15320.88 ,"15,359.59","15,363.41","15,273.60",56.18M,-0.16%
2023/2/6,15345.91 ,"15,367.04","15,406.93","15,275.57",54.43M,-0.84%
2023/2/3,15476.43 ,"15,408.40","15,476.67","15,347.86",76.25M,-0.21%
2023/2/2,15509.19 ,"15,275.00","15,520.97","15,264.31",122.98M,2.16%
2023/2/1,15180.74 ,"15,125.12","15,222.34","15,107.83",57.10M,0.35%
2023/1/31,15128.27 ,"15,081.17","15,136.22","14,993.59",57.05M,0.01%
2023/1/30,15126.08 ,"15,070.30","15,161.07","14,988.98",54.66M,-0.16%
2023/1/27,15150.03 ,"15,115.75","15,186.49","15,077.62",55.14M,0.11%
2023/1/26,15132.85 ,"15,146.29","15,151.54","15,068.72",62.00M,0.34%
2023/1/25,15081.64 ,"15,095.72","15,114.41","14,969.65",53.59M,-0.08%
2023/1/24,15093.11 ,"15,140.50","15,147.45","15,022.55",48.34M,-0.07%
2023/1/23,15102.95 ,"15,077.40","15,145.90","15,022.83",39.90M,0.46%
2023/1/20,15033.56 ,"14,986.52","15,034.43","14,940.68",64.03M,0.76%
2023/1/19,14920.36 ,"15,115.55","15,134.07","14,906.27",64.17M,-1.72%
2023/1/18,15181.80 ,"15,182.95","15,250.36","15,156.89",58.26M,-0.03%
2023/1/17,15187.07 ,"15,130.03","15,269.71","15,083.95",57.91M,0.35%
2023/1/16,15134.04 ,"15,112.05","15,153.19","15,083.94",42.10M,0.31%
2023/1/13,15086.52 ,"15,063.21","15,132.37","15,041.16",66.45M,0.19%
2023/1/12,15058.30 ,"14,972.28","15,095.03","14,934.51",65.97M,0.74%
2023/1/11,14947.91 ,"14,805.40","14,965.47","14,794.99",66.37M,1.17%
2023/1/10,14774.60 ,"14,741.97","14,790.82","14,692.74",57.44M,-0.12%
2023/1/9,14792.83 ,"14,650.73","14,832.89","14,628.61",64.98M,1.25%
2023/1/6,14610.02 ,"14,476.72","14,610.23","14,388.98",55.43M,1.20%
2023/1/5,14436.31 ,"14,451.23","14,501.60","14,403.73",60.95M,-0.38%
2023/1/4,14490.78 ,"14,266.98","14,492.78","14,264.60",76.22M,2.18%
2023/1/3,14181.67 ,"14,116.07","14,293.87","14,083.76",57.91M,0.80%
2023/1/2,14069.26 ,"13,992.71","14,095.91","13,976.44",34.98M,1.05%
2022/12/30,13923.59 ,"14,005.84","14,008.97","13,922.55",24.35M,-1.05%
2022/12/29,14071.72 ,"13,890.81","14,071.72","13,871.32",30.73M,1.05%
2022/12/28,13925.60 ,"14,013.72","14,018.47","13,914.62",27.58M,-0.50%
2022/12/27,13995.10 ,"14,047.42","14,063.14","13,966.35",22.98M,0.39%
2022/12/23,13940.93 ,"13,945.59","14,000.68","13,874.50",28.74M,0.19%
2022/12/22,13914.07 ,"14,113.01","14,160.87","13,890.54",42.89M,-1.30%
2022/12/21,14097.82 ,"13,944.69","14,099.75","13,912.17",44.59M,1.54%
2022/12/20,13884.66 ,"13,829.90","13,931.29","13,791.52",56.02M,-0.42%
2022/12/19,13942.87 ,"13,934.75","14,001.37","13,927.05",48.85M,0.36%
2022/12/16,13893.07 ,"13,978.44","14,011.26","13,815.24",168.81M,-0.67%
2022/12/15,13986.23 ,"14,351.31","14,363.12","13,982.59",87.47M,-3.28%
2022/12/14,14460.20 ,"14,453.54","14,470.74","14,375.95",59.75M,-0.26%
2022/12/13,14497.89 ,"14,345.88","14,675.84","14,302.49",68.06M,1.34%
2022/12/12,14306.63 ,"14,300.43","14,366.39","14,262.60",46.46M,-0.45%
2022/12/9,14370.72 ,"14,325.80","14,385.57","14,217.96",52.57M,0.74%
2022/12/8,14264.56 ,"14,277.75","14,298.81","14,196.77",47.36M,0.02%
2022/12/7,14261.19 ,"14,304.95","14,372.35","14,218.18",52.79M,-0.57%
2022/12/6,14343.19 ,"14,406.87","14,471.50","14,305.26",50.93M,-0.72%
2022/12/5,14447.61 ,"14,487.43","14,507.16","14,394.37",50.08M,-0.56%
2022/12/2,14529.39 ,"14,465.70","14,584.59","14,372.42",55.19M,0.27%
2022/12/1,14490.30 ,"14,543.80","14,563.70","14,423.79",61.60M,0.65%
2022/11/30,14397.04 ,"14,429.22","14,487.70","14,363.32",97.64M,0.29%
2022/11/29,14355.45 ,"14,404.67","14,429.87","14,327.04",51.09M,-0.19%
2022/11/28,14383.36 ,"14,471.10","14,514.73","14,374.15",53.34M,-1.09%
2022/11/25,14541.38 ,"14,547.58","14,571.66","14,498.05",46.22M,0.01%
2022/11/24,14539.56 ,"14,456.15","14,570.71","14,447.55",50.50M,0.78%
2022/11/23,14427.59 ,"14,438.20","14,446.33","14,363.51",51.12M,0.04%
2022/11/22,14422.35 ,"14,352.54","14,485.49","14,343.80",50.37M,0.29%
2022/11/21,14379.93 ,"14,395.53","14,425.95","14,321.84",48.08M,-0.36%
2022/11/18,14431.86 ,"14,320.61","14,457.76","14,300.21",93.25M,1.16%
2022/11/17,14266.38 ,"14,348.46","14,384.54","14,149.70",58.05M,0.23%
2022/11/16,14234.03 ,"14,374.86","14,382.62","14,195.31",76.20M,-1.00%
2022/11/15,14378.51 ,"14,372.42","14,440.78","14,266.42",77.96M,0.46%
2022/11/14,14313.30 ,"14,295.81","14,431.18","14,243.35",72.41M,0.62%
2022/11/11,14224.86 ,"14,179.39","14,263.53","14,172.47",103.68M,0.56%
2022/11/10,14146.09 ,"13,603.79","14,157.25","13,599.35",114.86M,3.51%
2022/11/9,13666.32 ,"13,653.98","13,691.12","13,557.08",64.01M,-0.16%
2022/11/8,13688.75 ,"13,506.65","13,689.61","13,487.91",60.73M,1.15%
2022/11/7,13533.52 ,"13,398.79","13,611.30","13,391.00",56.99M,0.55%
2022/11/4,13459.85 ,"13,201.24","13,542.35","13,193.51",76.64M,2.51%
2022/11/3,13130.19 ,"13,130.97","13,194.32","13,022.64",52.29M,-0.95%
2022/11/2,13256.74 ,"13,369.33","13,398.64","13,255.07",54.43M,-0.61%
2022/11/1,13338.74 ,"13,344.85","13,444.07","13,287.07",51.44M,0.64%
2022/10/31,13253.74 ,"13,254.31","13,307.09","13,216.48",59.05M,0.08%
2022/10/28,13243.33 ,"13,072.92","13,250.66","13,051.25",64.19M,0.24%
2022/10/27,13211.23 ,"13,152.99","13,259.49","13,062.04",72.25M,0.12%
2022/10/26,13195.81 ,"13,054.49","13,203.24","13,023.40",65.69M,1.09%
2022/10/25,13052.96 ,"12,965.19","13,053.24","12,789.26",69.24M,0.94%
2022/10/24,12931.45 ,"12,868.77","13,020.45","12,747.38",62.92M,1.58%
2022/10/21,12730.90 ,"12,641.12","12,775.52","12,548.15",82.22M,-0.29%
2022/10/20,12767.41 ,"12,685.16","12,818.34","12,628.78",52.82M,0.20%
2022/10/19,12741.41 ,"12,817.63","12,819.11","12,705.26",63.63M,-0.19%
2022/10/18,12765.61 ,"12,788.53","12,931.76","12,746.36",65.99M,0.92%
2022/10/17,12649.03 ,"12,467.54","12,716.81","12,398.05",57.20M,1.70%
2022/10/14,12437.81 ,"12,549.02","12,676.42","12,395.99",82.48M,0.67%
2022/10/13,12355.58 ,"12,114.23","12,379.24","12,000.43",88.45M,1.51%
2022/10/12,12172.26 ,"12,207.97","12,298.62","12,104.62",67.19M,-0.39%
2022/10/11,12220.25 ,"12,168.66","12,258.15","12,097.68",64.61M,-0.43%
2022/10/10,12272.94 ,"12,175.52","12,410.83","12,174.63",68.34M,0.00%
2022/10/7,12273.00 ,"12,414.78","12,497.52","12,272.59",56.97M,-1.59%
2022/10/6,12470.78 ,"12,593.41","12,643.22","12,421.89",53.53M,-0.37%
2022/10/5,12517.18 ,"12,611.07","12,661.88","12,455.36",62.39M,-1.21%
2022/10/4,12670.48 ,"12,360.72","12,673.35","12,358.98",80.24M,3.78%
2022/10/3,12209.48 ,"11,951.84","12,227.87","11,893.94",63.67M,0.79%
2022/9/30,12114.36 ,"12,063.09","12,137.77","11,973.91",89.24M,1.16%
2022/9/29,11975.55 ,"12,143.21","12,147.31","11,866.98",88.00M,-1.71%
2022/9/28,12183.28 ,"12,025.43","12,198.37","11,862.84",96.22M,0.36%
2022/9/27,12139.68 ,"12,332.85","12,414.09","12,139.68",78.96M,-0.72%
2022/9/26,12227.92 ,"12,231.84","12,368.49","12,184.00",67.27M,-0.46%
2022/9/23,12284.19 ,"12,506.64","12,521.25","12,180.76",86.71M,-1.97%
2022/9/22,12531.63 ,"12,531.66","12,781.56","12,526.61",66.53M,-1.84%
2022/9/21,12767.15 ,"12,555.31","12,771.78","12,520.81",55.27M,0.76%
2022/9/20,12670.83 ,"12,849.78","12,936.57","12,638.22",62.74M,-1.03%
2022/9/19,12803.24 ,"12,685.29","12,866.70","12,606.64",49.58M,0.49%
2022/9/16,12741.26 ,"12,814.92","12,815.33","12,699.22",148.56M,-1.66%
2022/9/15,12956.66 ,"13,040.36","13,111.38","12,927.20",67.76M,-0.55%
2022/9/14,13028.00 ,"13,131.34","13,192.82","12,952.09",62.45M,-1.22%
2022/9/13,13188.95 ,"13,450.39","13,564.83","13,183.19",68.43M,-1.59%
2022/9/12,13402.27 ,"13,171.92","13,441.54","13,165.78",67.05M,2.40%
2022/9/9,13088.21 ,"12,926.15","13,121.13","12,925.57",67.72M,1.43%
2022/9/8,12904.32 ,"12,985.61","13,008.82","12,688.87",71.24M,-0.09%
2022/9/7,12915.97 ,"12,770.72","12,953.99","12,736.09",67.13M,0.35%
2022/9/6,12871.44 ,"12,807.27","12,927.79","12,760.04",53.64M,0.87%
2022/9/5,12760.78 ,"12,827.58","12,827.58","12,617.40",62.87M,-2.22%
2022/9/2,13050.27 ,"12,768.44","13,051.57","12,736.01",67.34M,3.33%
2022/9/1,12630.23 ,"12,713.75","12,743.05","12,603.58",61.60M,-1.60%
2022/8/31,12834.96 ,"13,018.48","13,020.54","12,814.81",83.00M,-0.97%
2022/8/30,12961.14 ,"12,919.43","13,154.15","12,885.08",62.48M,0.53%
2022/8/29,12892.99 ,"12,838.42","12,942.46","12,758.44",54.30M,-0.61%
2022/8/26,12971.47 ,"13,335.10","13,375.02","12,939.96",67.31M,-2.26%
2022/8/25,13271.96 ,"13,328.49","13,364.55","13,210.99",41.62M,0.39%
2022/8/24,13220.06 ,"13,131.12","13,238.61","13,085.20",46.81M,0.20%
2022/8/23,13194.23 ,"13,163.52","13,298.26","13,156.44",53.96M,-0.27%
2022/8/22,13230.57 ,"13,471.44","13,510.29","13,189.27",68.37M,-2.32%
2022/8/19,13544.52 ,"13,591.24","13,660.34","13,525.69",66.00M,-1.12%
2022/8/18,13697.41 ,"13,653.82","13,775.66","13,638.16",47.67M,0.52%
2022/8/17,13626.71 ,"13,928.12","13,930.57","13,610.44",57.25M,-2.04%
2022/8/16,13910.12 ,"13,849.62","13,947.85","13,824.97",50.95M,0.68%
2022/8/15,13816.61 ,"13,847.88","13,857.98","13,736.00",37.84M,0.15%
2022/8/12,13795.85 ,"13,709.83","13,813.05","13,705.02",58.50M,0.74%
2022/8/11,13694.51 ,"13,747.07","13,763.26","13,661.17",54.58M,-0.05%
2022/8/10,13700.93 ,"13,482.63","13,715.56","13,455.70",56.49M,1.23%
2022/8/9,13534.97 ,"13,703.38","13,745.59","13,514.71",51.02M,-1.12%
2022/8/8,13687.69 ,"13,703.38","13,745.59","13,604.55",51.64M,0.84%
2022/8/5,13573.93 ,"13,642.91","13,693.34","13,562.62",62.48M,-0.65%
2022/8/4,13662.68 ,"13,629.70","13,792.88","13,628.57",64.72M,0.55%
2022/8/3,13587.56 ,"13,398.70","13,595.07","13,388.34",63.64M,1.03%
2022/8/2,13449.20 ,"13,419.19","13,484.55","13,335.39",56.68M,-0.23%
2022/8/1,13479.63 ,"13,471.20","13,570.22","13,464.90",57.23M,-0.03%
2022/7/29,13484.05 ,"13,353.28","13,515.03","13,340.59",82.63M,1.52%
2022/7/28,13282.11 ,"13,214.41","13,289.39","13,091.26",74.31M,0.88%
2022/7/27,13166.38 ,"13,158.64","13,204.58","13,089.96",79.90M,0.53%
2022/7/26,13096.93 ,"13,181.92","13,197.95","13,042.41",58.21M,-0.86%
2022/7/25,13210.32 ,"13,183.24","13,337.06","13,151.86",56.56M,-0.33%
2022/7/22,13253.68 ,"13,179.56","13,367.04","13,171.14",76.08M,0.05%
2022/7/21,13246.64 ,"13,261.82","13,318.64","13,097.75",87.89M,-0.27%
2022/7/20,13281.98 ,"13,356.67","13,399.40","13,129.13",75.18M,-0.20%
2022/7/19,13308.41 ,"12,884.83","13,351.20","12,827.89",73.42M,2.69%
2022/7/18,12959.81 ,"12,935.05","13,062.23","12,913.69",61.27M,0.74%
2022/7/15,12864.72 ,"12,562.15","12,875.67","12,532.94",77.50M,2.76%
2022/7/14,12519.66 ,"12,759.29","12,788.01","12,434.29",72.61M,-1.86%
2022/7/13,12756.32 ,"12,800.87","12,851.90","12,625.22",63.03M,-1.16%
2022/7/12,12905.48 ,"12,751.30","12,905.48","12,655.06",65.20M,0.57%
2022/7/11,12832.44 ,"12,783.09","12,934.87","12,774.23",55.46M,-1.40%
2022/7/8,13015.23 ,"12,814.10","13,019.13","12,766.80",75.19M,1.34%
2022/7/7,12843.22 ,"12,757.63","12,867.71","12,693.65",79.39M,1.97%
2022/7/6,12594.52 ,"12,587.55","12,668.68","12,509.22",78.68M,1.56%
2022/7/5,12401.20 ,"12,851.29","12,870.24","12,390.95",90.49M,-2.91%
2022/7/4,12773.38 ,"12,904.09","12,919.70","12,741.63",52.50M,-0.31%
2022/7/1,12813.03 ,"12,627.66","12,894.38","12,623.23",80.29M,0.23%
2022/6/30,12783.77 ,"12,795.22","12,811.43","12,618.68",114.22M,-1.69%
2022/6/29,13003.35 ,"13,089.99","13,132.36","12,946.76",70.35M,-1.73%
2022/6/28,13231.82 ,"13,264.62","13,358.62","13,221.04",61.09M,0.35%
2022/6/27,13186.07 ,"13,217.90","13,378.42","13,126.86",69.03M,0.52%
2022/6/24,13118.13 ,"12,949.87","13,160.71","12,904.86",95.71M,1.59%
2022/6/23,12912.59 ,"13,082.62","13,120.31","12,912.59",99.25M,-1.76%
2022/6/22,13144.28 ,"13,062.26","13,206.11","12,965.69",76.14M,-1.11%
2022/6/21,13292.40 ,"13,335.15","13,443.77","13,273.20",64.76M,0.20%
2022/6/20,13265.60 ,"13,207.79","13,265.60","13,106.38",54.60M,1.06%
2022/6/17,13126.26 ,"13,092.85","13,237.70","13,020.42",190.39M,0.67%
2022/6/16,13038.49 ,"13,440.43","13,443.32","13,007.91",104.05M,-3.31%
2022/6/15,13485.29 ,"13,480.50","13,566.80","13,358.40",80.76M,1.36%
2022/6/14,13304.39 ,"13,557.44","13,569.93","13,294.00",78.30M,-0.91%
2022/6/13,13427.03 ,"13,564.47","13,648.84","13,379.87",91.21M,-2.43%
2022/6/10,13761.83 ,"14,110.03","14,121.07","13,749.77",89.34M,-3.08%
2022/6/9,14198.80 ,"14,364.59","14,420.73","14,186.93",64.87M,-1.71%
2022/6/8,14445.99 ,"14,595.78","14,602.06","14,378.50",61.85M,-0.76%
2022/6/7,14556.62 ,"14,569.30","14,590.69","14,458.34",51.84M,-0.66%
2022/6/6,14653.81 ,"14,576.87","14,709.38","14,548.26",38.14M,1.34%
2022/6/3,14460.09 ,"14,585.18","14,589.91","14,443.11",46.40M,-0.17%
2022/6/2,14485.17 ,"14,394.36","14,492.78","14,393.04",50.05M,1.01%
2022/6/1,14340.47 ,"14,478.37","14,489.00","14,329.51",68.01M,-0.33%
2022/5/31,14388.35 ,"14,513.34","14,547.09","14,359.39",146.72M,-1.29%
2022/5/30,14575.98 ,"14,572.80","14,589.45","14,509.58",54.72M,0.79%
2022/5/27,14462.19 ,"14,289.53","14,463.50","14,246.83",71.34M,1.62%
2022/5/26,14231.29 ,"14,025.44","14,253.61","14,025.44",57.44M,1.59%
2022/5/25,14007.93 ,"14,022.27","14,053.59","13,871.48",64.01M,0.63%
2022/5/24,13919.75 ,"14,043.22","14,105.06","13,917.08",70.96M,-1.80%
2022/5/23,14175.40 ,"14,179.84","14,217.48","14,026.14",60.58M,1.38%
2022/5/20,13981.91 ,"13,968.26","14,161.32","13,944.16",83.09M,0.72%
2022/5/19,13882.30 ,"13,822.35","13,882.30","13,683.59",82.30M,-0.90%
2022/5/18,14007.76 ,"14,197.18","14,226.47","13,999.54",69.36M,-1.26%
2022/5/17,14185.94 ,"14,072.67","14,203.09","14,056.98",71.18M,1.59%
2022/5/16,13964.38 ,"13,986.17","14,043.10","13,864.95",67.92M,-0.45%
2022/5/13,14027.93 ,"13,837.42","14,034.15","13,795.64",90.81M,2.10%
2022/5/12,13739.64 ,"13,512.13","13,808.09","13,479.36",110.59M,-0.64%
2022/5/11,13828.64 ,"13,587.29","13,829.10","13,508.56",107.72M,2.17%
2022/5/10,13534.74 ,"13,550.02","13,719.95","13,514.49",84.93M,1.15%
2022/5/9,13380.67 ,"13,624.92","13,697.90","13,380.67",82.76M,-2.15%
2022/5/6,13674.29 ,"13,832.65","13,851.45","13,592.15",96.55M,-1.64%
2022/5/5,13902.52 ,"14,282.77","14,315.24","13,857.58",86.03M,-0.49%
2022/5/4,13970.82 ,"14,020.90","14,073.21","13,970.62",71.63M,-0.49%
2022/5/3,14039.47 ,"13,958.92","14,081.15","13,920.46",86.47M,0.72%
2022/5/2,13939.07 ,"13,996.82","14,036.11","13,778.13",85.97M,-1.13%
2022/4/29,14097.88 ,"14,095.93","14,187.02","14,038.55",102.03M,0.84%
