日期,OT,开盘,高,低,交易量,涨跌幅
2023/9/19,7660.20 ,"7,652.94","7,682.38","7,642.36",595.49M,0.09%
2023/9/18,7652.94 ,"7,711.38","7,720.14","7,641.76",461.13M,-0.76%
2023/9/15,7711.38 ,"7,673.08","7,745.82","7,673.08",1.80B,0.50%
2023/9/14,7673.08 ,"7,525.99","7,686.96","7,525.99",740.69M,1.95%
2023/9/13,7525.99 ,"7,527.53","7,545.16","7,490.37",684.59M,-0.02%
2023/9/12,7527.53 ,"7,496.87","7,550.24","7,496.34",661.20M,0.41%
2023/9/11,7496.87 ,"7,478.19","7,549.34","7,467.35",564.85M,0.25%
2023/9/8,7478.19 ,"7,441.72","7,480.64","7,402.10",651.30M,0.49%
2023/9/7,7441.72 ,"7,426.14","7,462.18","7,385.92",453.22M,0.21%
2023/9/6,7426.14 ,"7,437.93","7,447.94","7,369.64",448.10M,-0.16%
2023/9/5,7437.93 ,"7,452.76","7,481.35","7,389.80",484.03M,-0.20%
2023/9/4,7452.76 ,"7,464.54","7,523.40","7,448.31",391.51M,-0.16%
2023/9/1,7464.54 ,"7,439.13","7,492.63","7,439.13",680.28M,0.34%
2023/8/31,7439.13 ,"7,473.67","7,500.44","7,439.13",1.14B,-0.46%
2023/8/30,7473.67 ,"7,464.99","7,509.36","7,464.73",533.76M,0.12%
2023/8/29,7464.99 ,"7,338.58","7,471.14","7,338.58",1.11B,1.72%
2023/8/25,7338.58 ,"7,333.63","7,389.40","7,326.97",363.80M,0.07%
2023/8/24,7333.63 ,"7,320.53","7,386.08","7,320.53",377.23M,0.18%
2023/8/23,7320.53 ,"7,270.76","7,348.84","7,270.76",874.76M,0.68%
2023/8/22,7270.76 ,"7,257.82","7,310.52","7,257.58",745.82M,0.18%
2023/8/21,7257.82 ,"7,262.43","7,315.97","7,250.88",469.44M,-0.06%
2023/8/18,7262.43 ,"7,310.21","7,310.21","7,215.76",571.46M,-0.65%
2023/8/17,7310.21 ,"7,356.88","7,356.96","7,305.00",438.19M,-0.63%
2023/8/16,7356.88 ,"7,389.64","7,398.20","7,338.53",686.64M,-0.44%
2023/8/15,7389.64 ,"7,507.15","7,508.58","7,369.69",463.07M,-1.57%
2023/8/14,7507.15 ,"7,524.16","7,530.25","7,476.45",1.14B,-0.23%
2023/8/11,7524.16 ,"7,618.60","7,618.60","7,507.84",487.00M,-1.24%
2023/8/10,7618.60 ,"7,587.30","7,622.92","7,572.61",636.54M,0.41%
2023/8/9,7587.30 ,"7,527.42","7,600.79","7,527.42",788.32M,0.80%
2023/8/8,7527.42 ,"7,554.49","7,554.49","7,487.47",862.21M,-0.36%
2023/8/7,7554.49 ,"7,564.37","7,564.95","7,505.15",483.36M,-0.13%
2023/8/4,7564.37 ,"7,529.16","7,569.55","7,487.36",503.24M,0.47%
2023/8/3,7529.16 ,"7,561.63","7,562.13","7,437.88",1.24B,-0.43%
2023/8/2,7561.63 ,"7,666.27","7,666.27","7,522.24",745.64M,-1.36%
2023/8/1,7666.27 ,"7,699.41","7,715.24","7,650.15",556.25M,-0.43%
2023/7/31,7699.41 ,"7,694.27","7,722.92","7,667.81",593.69M,0.07%
2023/7/28,7694.27 ,"7,692.76","7,716.82","7,680.19",710.94M,0.02%
2023/7/27,7692.76 ,"7,676.89","7,709.66","7,662.40",963.65M,0.21%
2023/7/26,7676.89 ,"7,691.80","7,702.74","7,630.00",807.17M,-0.19%
2023/7/25,7691.80 ,"7,678.59","7,702.35","7,676.50",433.68M,0.17%
2023/7/24,7678.59 ,"7,663.73","7,684.97","7,633.29",521.47M,0.19%
2023/7/21,7663.73 ,"7,646.05","7,674.23","7,639.45",506.40M,0.23%
2023/7/20,7646.05 ,"7,588.20","7,661.87","7,585.85",631.30M,0.76%
2023/7/19,7588.20 ,"7,453.69","7,625.14","7,453.69",841.73M,1.80%
2023/7/18,7453.69 ,"7,406.42","7,459.15","7,398.53",464.63M,0.64%
2023/7/17,7406.42 ,"7,434.57","7,437.61","7,395.67",435.68M,-0.38%
2023/7/14,7434.57 ,"7,440.21","7,480.43","7,421.31",497.56M,-0.08%
2023/7/13,7440.21 ,"7,416.11","7,457.20","7,409.25",584.51M,0.32%
2023/7/12,7416.11 ,"7,282.52","7,425.10","7,282.52",994.05M,1.83%
2023/7/11,7282.52 ,"7,273.79","7,285.33","7,239.23",495.97M,0.12%
2023/7/10,7273.79 ,"7,256.94","7,306.09","7,238.72",428.03M,0.23%
2023/7/7,7256.94 ,"7,280.50","7,280.50","7,229.57",493.78M,-0.32%
2023/7/6,7280.50 ,"7,442.10","7,442.10","7,267.62",743.92M,-2.17%
2023/7/5,7442.10 ,"7,519.72","7,519.72","7,434.66",690.59M,-1.03%
2023/7/4,7519.72 ,"7,527.26","7,547.38","7,518.36",588.11M,-0.10%
2023/7/3,7527.26 ,"7,531.53","7,561.26","7,513.93",533.59M,-0.06%
2023/6/30,7531.53 ,"7,471.69","7,551.59","7,471.69",729.20M,0.80%
2023/6/29,7471.69 ,"7,500.49","7,505.61","7,460.53",607.91M,-0.38%
2023/6/28,7500.49 ,"7,461.46","7,518.33","7,461.46",639.84M,0.52%
2023/6/27,7461.46 ,"7,453.58","7,495.88","7,428.11",673.46M,0.11%
2023/6/26,7453.58 ,"7,461.87","7,476.45","7,401.18",850.08M,-0.11%
2023/6/23,7461.87 ,"7,502.03","7,502.03","7,439.72",620.87M,-0.54%
2023/6/22,7502.03 ,"7,559.18","7,559.18","7,458.35",654.66M,-0.76%
2023/6/21,7559.18 ,"7,569.31","7,577.60","7,520.92",610.36M,-0.13%
2023/6/20,7569.31 ,"7,588.48","7,607.53","7,566.33",580.00M,-0.25%
2023/6/19,7588.48 ,"7,642.72","7,642.72","7,581.84",437.65M,-0.71%
2023/6/16,7642.72 ,"7,628.26","7,687.61","7,627.83",2.01B,0.19%
2023/6/15,7628.26 ,"7,602.74","7,632.67","7,584.78",837.69M,0.34%
2023/6/14,7602.74 ,"7,594.78","7,639.79","7,579.27",677.23M,0.10%
2023/6/13,7594.78 ,"7,570.69","7,610.77","7,556.32",1.00B,0.32%
2023/6/12,7570.69 ,"7,562.36","7,599.87","7,556.81",538.22M,0.11%
2023/6/9,7562.36 ,"7,599.74","7,621.72","7,546.50",562.14M,-0.49%
2023/6/8,7599.74 ,"7,624.34","7,638.61","7,587.99",528.47M,-0.32%
2023/6/7,7624.34 ,"7,628.10","7,642.40","7,604.42",612.86M,-0.05%
2023/6/6,7628.10 ,"7,599.99","7,636.06","7,556.16",666.96M,0.37%
2023/6/5,7599.99 ,"7,607.28","7,654.84","7,594.13",548.34M,-0.10%
2023/6/2,7607.28 ,"7,490.27","7,614.89","7,490.02",632.69M,1.56%
2023/6/1,7490.27 ,"7,446.14","7,498.59","7,445.30",962.69M,0.59%
2023/5/31,7446.14 ,"7,522.07","7,522.07","7,446.14",2.28B,-1.01%
2023/5/30,7522.07 ,"7,627.20","7,628.12","7,516.52",837.72M,-1.38%
2023/5/26,7627.20 ,"7,570.87","7,643.56","7,556.92",687.53M,0.74%
2023/5/25,7570.87 ,"7,627.10","7,629.08","7,569.17",723.91M,-0.74%
2023/5/24,7627.10 ,"7,762.95","7,762.95","7,590.24",988.49M,-1.75%
2023/5/23,7762.95 ,"7,770.99","7,800.85","7,747.09",697.20M,-0.10%
2023/5/22,7770.99 ,"7,756.87","7,783.40","7,750.53",960.83M,0.18%
2023/5/19,7756.87 ,"7,742.30","7,790.92","7,742.13",631.10M,0.19%
2023/5/18,7742.30 ,"7,723.23","7,776.58","7,723.23",751.79M,0.25%
2023/5/17,7723.23 ,"7,751.08","7,758.15","7,713.03",665.41M,-0.36%
2023/5/16,7751.08 ,"7,777.70","7,804.93","7,741.29",1.08B,-0.34%
2023/5/15,7777.70 ,"7,754.62","7,794.89","7,754.62",731.05M,0.30%
2023/5/12,7754.62 ,"7,730.58","7,772.79","7,729.01",744.75M,0.31%
2023/5/11,7730.58 ,"7,741.33","7,784.28","7,679.61",883.22M,-0.14%
2023/5/10,7741.33 ,"7,764.09","7,778.98","7,727.12",711.30M,-0.29%
2023/5/9,7764.09 ,"7,778.38","7,792.35","7,735.08",949.73M,-0.18%
2023/5/5,7778.38 ,"7,778.38","7,778.38","7,778.38",607.79M,0.98%
2023/5/4,7702.64 ,"7,788.37","7,788.37","7,691.25",773.16M,-1.10%
2023/5/3,7788.37 ,"7,773.03","7,819.66","7,773.03",896.77M,0.20%
2023/5/2,7773.03 ,"7,870.57","7,898.69","7,773.03",980.26M,-1.24%
2023/4/28,7870.57 ,"7,831.58","7,870.57","7,791.63",942.97M,0.50%
2023/4/27,7831.58 ,"7,852.64","7,865.73","7,816.83",668.18M,-0.27%
2023/4/26,7852.64 ,"7,891.13","7,893.95","7,825.93",901.07M,-0.49%
2023/4/25,7891.13 ,"7,912.20","7,912.52","7,863.85",646.70M,-0.27%
2023/4/24,7912.20 ,"7,914.13","7,927.11","7,877.58",719.42M,-0.02%
2023/4/21,7914.13 ,"7,902.61","7,936.11","7,886.46",627.24M,0.15%
2023/4/20,7902.61 ,"7,898.77","7,902.95","7,876.35",918.03M,0.05%
2023/4/19,7898.77 ,"7,909.44","7,909.44","7,871.43",504.39M,-0.13%
2023/4/18,7909.44 ,"7,879.51","7,912.73","7,879.51",530.24M,0.38%
2023/4/17,7879.51 ,"7,871.91","7,916.67","7,871.91",590.69M,0.10%
2023/4/14,7871.91 ,"7,843.38","7,904.04","7,843.38",859.07M,0.36%
2023/4/13,7843.38 ,"7,824.84","7,851.57","7,814.11",723.49M,0.24%
2023/4/12,7824.84 ,"7,785.72","7,859.67","7,783.40",714.51M,0.50%
2023/4/11,7785.72 ,"7,741.56","7,806.39","7,741.56",999.45M,0.57%
2023/4/6,7741.56 ,"7,662.94","7,742.11","7,654.54",589.45M,1.03%
2023/4/5,7662.94 ,"7,634.52","7,678.45","7,634.26",658.65M,0.37%
2023/4/4,7634.52 ,"7,673.00","7,726.85","7,634.52",790.99M,-0.50%
2023/4/3,7673.00 ,"7,631.74","7,698.15","7,631.74",917.72M,0.54%
2023/3/31,7631.74 ,"7,620.43","7,654.41","7,616.09",815.85M,0.15%
2023/3/30,7620.43 ,"7,564.27","7,638.49","7,564.27",666.44M,0.74%
2023/3/29,7564.27 ,"7,484.25","7,566.80","7,484.21",635.25M,1.07%
2023/3/28,7484.25 ,"7,471.77","7,524.55","7,464.61",1.15B,0.17%
2023/3/27,7471.77 ,"7,405.45","7,491.74","7,405.45",698.81M,0.90%
2023/3/24,7405.45 ,"7,499.60","7,499.60","7,335.71",859.01M,-1.26%
2023/3/23,7499.60 ,"7,566.84","7,566.84","7,476.13",1.22B,-0.89%
2023/3/22,7566.84 ,"7,536.22","7,585.57","7,505.48",892.03M,0.41%
2023/3/21,7536.22 ,"7,403.85","7,557.55","7,403.85",801.62M,1.79%
2023/3/20,7403.85 ,"7,335.40","7,426.24","7,206.82",1.08B,0.93%
2023/3/17,7335.40 ,"7,410.03","7,510.47","7,309.30",2.09B,-1.01%
2023/3/16,7410.03 ,"7,344.45","7,458.64","7,331.49",1.20B,0.89%
2023/3/15,7344.45 ,"7,637.11","7,637.39","7,333.35",1.33B,-3.83%
2023/3/14,7637.11 ,"7,548.63","7,641.55","7,503.25",873.33M,1.17%
2023/3/13,7548.63 ,"7,748.35","7,752.43","7,546.02",1.19B,-2.58%
2023/3/10,7748.35 ,"7,879.98","7,879.98","7,708.32",970.83M,-1.67%
2023/3/9,7879.98 ,"7,929.92","7,930.26","7,862.01",839.62M,-0.63%
2023/3/8,7929.92 ,"7,919.48","7,946.62","7,891.42",769.83M,0.13%
2023/3/7,7919.48 ,"7,929.79","7,959.77","7,909.77",862.02M,-0.13%
2023/3/6,7929.79 ,"7,947.11","7,948.67","7,897.45",629.33M,-0.22%
2023/3/3,7947.11 ,"7,944.04","7,974.40","7,920.07",640.58M,0.04%
2023/3/2,7944.04 ,"7,914.93","7,945.82","7,875.03",885.59M,0.37%
2023/3/1,7914.93 ,"7,876.28","7,950.69","7,874.34",1.12B,0.49%
2023/2/28,7876.28 ,"7,935.11","7,935.11","7,854.82",1.25B,-0.74%
2023/2/27,7935.11 ,"7,878.66","7,949.97","7,878.66",755.86M,0.72%
2023/2/24,7878.66 ,"7,907.72","7,939.17","7,870.39",877.16M,-0.37%
2023/2/23,7907.72 ,"7,930.63","7,935.56","7,888.88",974.84M,-0.29%
2023/2/22,7930.63 ,"7,977.75","7,977.75","7,879.03",682.44M,-0.59%
2023/2/21,7977.75 ,"8,014.31","8,014.40","7,952.48",889.16M,-0.46%
2023/2/20,8014.31 ,"8,004.36","8,020.13","7,995.46",692.41M,0.12%
2023/2/17,8004.36 ,"8,012.53","8,012.53","7,957.69",1.27B,-0.10%
2023/2/16,8012.53 ,"7,997.83","8,047.06","7,978.61",728.87M,0.18%
2023/2/15,7997.83 ,"7,953.85","8,003.65","7,921.32",840.60M,0.55%
2023/2/14,7953.85 ,"7,947.60","7,996.35","7,947.60",697.52M,0.08%
2023/2/13,7947.60 ,"7,882.45","7,947.60","7,881.86",570.00M,0.83%
2023/2/10,7882.45 ,"7,911.15","7,913.31","7,850.94",974.19M,-0.36%
2023/2/9,7911.15 ,"7,885.17","7,949.57","7,874.23",1.03B,0.33%
2023/2/8,7885.17 ,"7,864.71","7,934.30","7,864.66",586.89M,0.26%
2023/2/7,7864.71 ,"7,836.71","7,890.82","7,835.36",777.24M,0.36%
2023/2/6,7836.71 ,"7,901.80","7,901.80","7,808.39",665.68M,-0.82%
2023/2/3,7901.80 ,"7,820.16","7,906.58","7,806.85",713.86M,1.04%
2023/2/2,7820.16 ,"7,761.11","7,837.84","7,758.51",726.66M,0.76%
2023/2/1,7761.11 ,"7,771.70","7,798.51","7,745.43",922.17M,-0.14%
2023/1/31,7771.70 ,"7,784.87","7,784.87","7,708.34",828.92M,-0.17%
2023/1/30,7784.87 ,"7,765.15","7,790.69","7,718.33",1.12B,0.25%
2023/1/27,7765.15 ,"7,761.11","7,777.40","7,742.12",709.92M,0.05%
2023/1/26,7761.11 ,"7,744.87","7,787.57","7,744.87",828.46M,0.21%
2023/1/25,7744.87 ,"7,757.36","7,773.57","7,710.78",715.29M,-0.16%
2023/1/24,7757.36 ,"7,784.67","7,800.89","7,741.75",697.62M,-0.35%
2023/1/23,7784.67 ,"7,770.59","7,811.17","7,768.47",561.95M,0.18%
2023/1/20,7770.59 ,"7,747.29","7,790.87","7,747.29",801.06M,0.30%
2023/1/19,7747.29 ,"7,830.70","7,830.80","7,726.23",723.12M,-1.07%
2023/1/18,7830.70 ,"7,851.03","7,867.43","7,824.73",962.44M,-0.26%
2023/1/17,7851.03 ,"7,860.07","7,875.58","7,830.35",985.55M,-0.12%
2023/1/16,7860.07 ,"7,844.07","7,867.23","7,841.91",528.53M,0.20%
2023/1/13,7844.07 ,"7,794.04","7,864.95","7,793.55",752.68M,0.64%
2023/1/12,7794.04 ,"7,724.98","7,809.13","7,724.55",737.14M,0.89%
2023/1/11,7724.98 ,"7,694.49","7,772.37","7,694.35",1.03B,0.40%
2023/1/10,7694.49 ,"7,724.94","7,724.94","7,684.35",933.07M,-0.39%
2023/1/9,7724.94 ,"7,699.49","7,725.74","7,688.69",844.76M,0.33%
2023/1/6,7699.49 ,"7,633.45","7,700.81","7,633.45",787.76M,0.87%
2023/1/5,7633.45 ,"7,585.19","7,658.79","7,564.70",883.30M,0.64%
2023/1/4,7585.19 ,"7,554.09","7,609.25","7,545.18",748.68M,0.41%
2023/1/3,7554.09 ,"7,451.74","7,626.40","7,448.69",913.39M,1.37%
2022/12/30,7451.74 ,"7,512.72","7,512.92","7,451.74",253.96M,-0.81%
2022/12/29,7512.72 ,"7,497.19","7,516.36","7,434.64",351.68M,0.21%
2022/12/28,7497.19 ,"7,473.01","7,547.00","7,473.01",416.73M,0.32%
2022/12/23,7473.01 ,"7,469.28","7,496.40","7,462.80",222.85M,0.05%
2022/12/22,7469.28 ,"7,497.32","7,540.31","7,463.54",402.11M,-0.37%
2022/12/21,7497.32 ,"7,370.62","7,498.48","7,368.72",498.97M,1.72%
2022/12/20,7370.62 ,"7,361.31","7,389.92","7,302.82",788.28M,0.13%
2022/12/19,7361.31 ,"7,332.12","7,385.38","7,332.12",517.59M,0.40%
2022/12/16,7332.12 ,"7,426.17","7,429.29","7,305.72",1.83B,-1.27%
2022/12/15,7426.17 ,"7,495.93","7,495.93","7,411.07",616.55M,-0.93%
2022/12/14,7495.93 ,"7,502.89","7,504.49","7,461.68",744.83M,-0.09%
2022/12/13,7502.89 ,"7,445.97","7,553.36","7,428.98",687.82M,0.76%
2022/12/12,7445.97 ,"7,476.63","7,476.63","7,438.87",599.81M,-0.41%
2022/12/9,7476.63 ,"7,472.17","7,498.04","7,431.44",669.40M,0.06%
2022/12/8,7472.17 ,"7,489.19","7,507.98","7,469.12",637.24M,-0.23%
2022/12/7,7489.19 ,"7,521.39","7,567.23","7,489.19",726.99M,-0.43%
2022/12/6,7521.39 ,"7,567.54","7,567.64","7,521.39",805.28M,-0.61%
2022/12/5,7567.54 ,"7,556.23","7,598.21","7,547.76",509.14M,0.15%
2022/12/2,7556.23 ,"7,558.49","7,570.46","7,507.98",540.21M,-0.03%
2022/12/1,7558.49 ,"7,573.05","7,599.70","7,552.29",642.83M,-0.19%
2022/11/30,7573.05 ,"7,512.00","7,599.27","7,512.00",1.39B,0.81%
2022/11/29,7512.00 ,"7,474.02","7,543.09","7,473.99",712.72M,0.51%
2022/11/28,7474.02 ,"7,486.67","7,496.80","7,420.00",661.71M,-0.17%
2022/11/25,7486.67 ,"7,466.60","7,497.23","7,461.78",501.39M,0.27%
2022/11/24,7466.60 ,"7,465.24","7,488.07","7,443.46",418.29M,0.02%
2022/11/23,7465.24 ,"7,452.84","7,498.34","7,452.84",867.36M,0.17%
2022/11/22,7452.84 ,"7,376.85","7,458.88","7,373.56",574.08M,1.03%
2022/11/21,7376.85 ,"7,385.52","7,402.79","7,343.37",666.22M,-0.12%
2022/11/18,7385.52 ,"7,346.54","7,423.51","7,343.50",844.25M,0.53%
2022/11/17,7346.54 ,"7,351.19","7,354.07","7,294.75",751.94M,-0.06%
2022/11/16,7351.19 ,"7,369.44","7,394.42","7,341.59",764.63M,-0.25%
2022/11/15,7369.44 ,"7,385.17","7,413.01","7,344.85",930.14M,-0.21%
2022/11/14,7385.17 ,"7,318.04","7,413.82","7,317.57",730.72M,0.92%
2022/11/11,7318.04 ,"7,375.34","7,408.61","7,316.84",931.07M,-0.78%
2022/11/10,7375.34 ,"7,296.25","7,405.09","7,253.36",769.32M,1.08%
2022/11/9,7296.25 ,"7,306.14","7,307.80","7,263.46",529.92M,-0.14%
2022/11/8,7306.14 ,"7,299.99","7,313.46","7,244.83",788.99M,0.08%
2022/11/7,7299.99 ,"7,334.84","7,346.66","7,288.00",718.25M,-0.48%
2022/11/4,7334.84 ,"7,188.63","7,376.23","7,188.63",907.02M,2.03%
2022/11/3,7188.63 ,"7,144.14","7,188.63","7,076.47",710.16M,0.62%
2022/11/2,7144.14 ,"7,186.16","7,205.07","7,130.50",686.59M,-0.58%
2022/11/1,7186.16 ,"7,094.53","7,221.32","7,094.53",879.61M,1.29%
2022/10/31,7094.53 ,"7,047.67","7,132.85","7,030.12",863.93M,0.66%
2022/10/28,7047.67 ,"7,073.69","7,073.69","6,997.54",683.67M,-0.37%
2022/10/27,7073.69 ,"7,056.07","7,093.05","7,034.24",920.15M,0.25%
2022/10/26,7056.07 ,"7,013.48","7,057.42","6,960.11",1.02B,0.61%
2022/10/25,7013.48 ,"7,013.99","7,025.22","6,949.24",619.92M,-0.01%
2022/10/24,7013.99 ,"6,969.73","7,047.37","6,914.66",619.99M,0.64%
2022/10/21,6969.73 ,"6,943.91","6,976.19","6,864.13",668.39M,0.37%
2022/10/20,6943.91 ,"6,924.99","6,954.21","6,894.85",812.74M,0.27%
2022/10/19,6924.99 ,"6,936.74","6,968.33","6,890.66",699.52M,-0.17%
2022/10/18,6936.74 ,"6,920.24","7,017.40","6,920.24",798.46M,0.24%
2022/10/17,6920.24 ,"6,858.79","6,959.71","6,850.43",951.02M,0.90%
2022/10/14,6858.79 ,"6,850.27","6,976.30","6,850.27",881.17M,0.12%
2022/10/13,6850.27 ,"6,826.15","6,872.90","6,707.62",1.12B,0.35%
2022/10/12,6826.15 ,"6,885.23","6,916.94","6,793.77",970.01M,-0.86%
2022/10/11,6885.23 ,"6,959.31","6,959.43","6,860.31",813.48M,-1.06%
2022/10/10,6959.31 ,"6,991.09","6,999.20","6,922.94",918.37M,-0.45%
2022/10/7,6991.09 ,"6,997.27","7,022.41","6,960.36",769.47M,-0.09%
2022/10/6,6997.27 ,"7,052.62","7,079.74","6,961.10",995.42M,-0.78%
2022/10/5,7052.62 ,"7,086.46","7,086.46","6,977.95",866.09M,-0.48%
2022/10/4,7086.46 ,"6,908.76","7,088.17","6,908.67",1.09B,2.57%
2022/10/3,6908.76 ,"6,893.81","6,923.75","6,797.37",1.22B,0.22%
2022/9/30,6893.81 ,"6,881.59","6,954.92","6,840.07",1.17B,0.18%
2022/9/29,6881.59 ,"7,005.39","7,005.39","6,829.29",1.16B,-1.77%
2022/9/28,7005.39 ,"6,984.59","7,011.50","6,836.28",1.52B,0.30%
2022/9/27,6984.59 ,"7,020.95","7,073.96","6,984.59",1.22B,-0.52%
2022/9/26,7020.95 ,"7,018.60","7,071.11","6,937.40",1.16B,0.03%
2022/9/23,7018.60 ,"7,159.52","7,169.12","6,981.50",971.11M,-1.97%
2022/9/22,7159.52 ,"7,237.64","7,243.90","7,149.59",904.88M,-1.08%
2022/9/21,7237.64 ,"7,192.66","7,258.87","7,170.69",1.44B,0.63%
2022/9/20,7192.66 ,"7,236.68","7,326.54","7,171.24",1.05B,-0.61%
2022/9/16,7236.68 ,"7,282.07","7,297.10","7,236.17",2.14B,-0.62%
2022/9/15,7282.07 ,"7,277.30","7,329.00","7,258.67",843.74M,0.07%
2022/9/14,7277.30 ,"7,385.86","7,385.86","7,259.24",1.02B,-1.47%
2022/9/13,7385.86 ,"7,473.03","7,514.04","7,385.86",712.02M,-1.17%
2022/9/12,7473.03 ,"7,351.07","7,483.00","7,351.07",901.66M,1.66%
2022/9/9,7351.07 ,"7,262.06","7,386.59","7,262.06",703.94M,1.23%
2022/9/8,7262.06 ,"7,237.83","7,273.01","7,175.75",658.61M,0.33%
2022/9/7,7237.83 ,"7,300.44","7,300.44","7,186.56",1.17B,-0.86%
2022/9/6,7300.44 ,"7,287.43","7,324.19","7,256.51",833.65M,0.18%
2022/9/5,7287.43 ,"7,281.19","7,288.46","7,191.17",670.76M,0.09%
2022/9/2,7281.19 ,"7,148.50","7,288.72","7,148.50",820.84M,1.86%
2022/9/1,7148.50 ,"7,284.15","7,284.15","7,131.69",739.22M,-1.86%
2022/8/31,7284.15 ,"7,361.63","7,378.44","7,263.62",1.15B,-1.05%
2022/8/30,7361.63 ,"7,427.31","7,486.40","7,351.12",1.12B,-0.88%
2022/8/26,7427.31 ,"7,479.74","7,530.65","7,422.02",627.20M,-0.70%
2022/8/25,7479.74 ,"7,471.51","7,535.70","7,469.17",438.29M,0.11%
2022/8/24,7471.51 ,"7,488.11","7,488.12","7,410.40",579.00M,-0.22%
2022/8/23,7488.11 ,"7,533.79","7,533.79","7,467.56",672.51M,-0.61%
2022/8/22,7533.79 ,"7,550.37","7,550.41","7,491.26",575.33M,-0.22%
2022/8/19,7550.37 ,"7,541.85","7,578.85","7,513.26",698.78M,0.11%
2022/8/18,7541.85 ,"7,515.75","7,541.89","7,493.66",590.65M,0.35%
2022/8/17,7515.75 ,"7,536.06","7,554.04","7,501.54",505.66M,-0.27%
2022/8/16,7536.06 ,"7,509.15","7,563.67","7,509.15",513.90M,0.36%
2022/8/15,7509.15 ,"7,500.89","7,539.21","7,463.51",460.48M,0.11%
2022/8/12,7500.89 ,"7,465.91","7,516.83","7,464.12",497.63M,0.47%
2022/8/11,7465.91 ,"7,507.11","7,515.00","7,460.11",629.90M,-0.55%
2022/8/10,7507.11 ,"7,488.15","7,520.72","7,468.64",741.05M,0.25%
2022/8/9,7488.15 ,"7,482.37","7,504.64","7,475.04",648.38M,0.08%
2022/8/8,7482.37 ,"7,439.74","7,513.76","7,439.74",626.01M,0.57%
2022/8/5,7439.74 ,"7,448.06","7,470.63","7,420.16",598.72M,-0.11%
2022/8/4,7448.06 ,"7,445.68","7,491.74","7,417.49",856.62M,0.03%
2022/8/3,7445.68 ,"7,409.11","7,445.90","7,372.71",878.40M,0.49%
2022/8/2,7409.11 ,"7,413.42","7,433.34","7,386.76",622.64M,-0.06%
2022/8/1,7413.42 ,"7,446.01","7,471.87","7,408.94",551.73M,-0.13%
2022/7/29,7423.43 ,"7,345.25","7,441.20","7,345.25",883.36M,1.06%
2022/7/28,7345.25 ,"7,348.23","7,396.20","7,308.99",744.54M,-0.04%
2022/7/27,7348.23 ,"7,306.28","7,365.22","7,306.28",1.19B,0.57%
2022/7/26,7306.28 ,"7,306.30","7,365.37","7,301.19",730.91M,0.00%
2022/7/25,7306.30 ,"7,276.37","7,309.65","7,242.90",711.40M,0.41%
2022/7/22,7276.37 ,"7,270.51","7,315.34","7,254.02",606.88M,0.08%
2022/7/21,7270.51 ,"7,264.31","7,274.73","7,200.14",797.90M,0.09%
2022/7/20,7264.31 ,"7,296.28","7,347.60","7,253.56",1.06B,-0.44%
2022/7/19,7296.28 ,"7,223.24","7,308.99","7,174.40",665.79M,1.01%
2022/7/18,7223.24 ,"7,159.01","7,268.88","7,159.01",668.12M,0.90%
2022/7/15,7159.01 ,"7,039.81","7,167.85","7,038.15",782.83M,1.69%
2022/7/14,7039.81 ,"7,156.37","7,157.62","7,007.09",848.22M,-1.63%
2022/7/13,7156.37 ,"7,209.86","7,209.86","7,104.06",805.87M,-0.74%
2022/7/12,7209.86 ,"7,196.59","7,216.90","7,143.31",851.98M,0.18%
2022/7/11,7196.59 ,"7,196.24","7,204.06","7,097.42",674.30M,0.00%
2022/7/8,7196.24 ,"7,189.08","7,210.58","7,129.15",604.18M,0.10%
2022/7/7,7189.08 ,"7,107.77","7,213.05","7,107.77",1.09B,1.14%
2022/7/6,7107.77 ,"7,025.47","7,198.72","7,025.35",929.87M,1.17%
2022/7/5,7025.47 ,"7,232.65","7,260.30","7,016.78",1.10B,-2.86%
2022/7/4,7232.65 ,"7,168.65","7,258.46","7,168.65",416.52M,0.89%
2022/7/1,7168.65 ,"7,169.28","7,214.82","7,101.38",676.87M,-0.01%
2022/6/30,7169.28 ,"7,312.32","7,312.32","7,110.70",903.28M,-1.96%
2022/6/29,7312.32 ,"7,323.41","7,345.45","7,263.54",717.60M,-0.15%
2022/6/28,7323.41 ,"7,258.32","7,362.37","7,258.32",735.14M,0.90%
2022/6/27,7258.32 ,"7,208.81","7,284.48","7,208.52",801.39M,0.69%
2022/6/24,7208.81 ,"7,020.45","7,211.07","7,016.02",771.05M,2.68%
2022/6/23,7020.45 ,"7,089.22","7,115.80","7,014.19",763.77M,-0.97%
2022/6/22,7089.22 ,"7,152.05","7,152.05","7,030.03",1.20B,-0.88%
2022/6/21,7152.05 ,"7,121.81","7,193.90","7,119.25",580.24M,0.42%
2022/6/20,7121.81 ,"7,016.25","7,129.64","7,016.15",666.46M,1.50%
2022/6/17,7016.25 ,"7,044.98","7,130.62","6,998.17",1.90B,-0.41%
2022/6/16,7044.98 ,"7,273.41","7,273.41","7,039.47",1.14B,-3.14%
2022/6/15,7273.41 ,"7,187.46","7,313.70","7,186.50",1.09B,1.20%
2022/6/14,7187.46 ,"7,205.81","7,271.85","7,135.15",864.70M,-0.25%
2022/6/13,7205.81 ,"7,317.52","7,317.52","7,174.02",979.94M,-1.53%
